IDX,name,address,postcode,company,job,phone_number,email,user_name,ip_address,credit_card_number,date,total_int,total_float,total_int1,total_int2,total_int3
2478,이은지,부산광역시 용산구 논현135거리 (영진노이읍),492,유한회사 배,마술사 및 기타 문화/ 예술 관련 종사자,041-395-****,jangseoyeong@hongi.com,osong,192.168.166.147,346517747396824,1981-07-26,17,1.35625024,474385,846,6973
2479,조동현,경상북도 고양시 일산동구 반포대로 (민준김동),88984,이김,상점 판매원,053-558-****,miyeong98@ju.com,miyeong79,172.31.197.120,4164970726048,2013-02-07,44,7.99,503804,83,8165
2480,김준혁,경상남도 양주시 도산대845거리 (예원이장동),72967,유한회사 김이이,정보통신관련 관리자,02-0489-****,gimhyeonju@live.com,minseo02,172.28.162.220,4016343218675,2008-09-06,80,6.174,815823,80,1009
2481,윤숙자,대전광역시 광진구 오금길,71784,김홍민,화학공학 시험원,041-854-****,nyun@daum.net,jiyeonhwang,192.168.112.179,345744626477092,1996-07-31,47,5.89,397980,870,4092
2482,김성현,인천광역시 송파구 오금88로,69898,권박박,기타 전기/전자기기 설치 및 수리원,044-964-****,jiu51@live.com,wseo,10.178.133.11,4301596069528276424,1981-03-08,43,6.6632,282183,596,7159
2483,이상호,세종특별자치시 양천구 개포4로,80210,주식회사 최,기타 건축마감관련 기능 종사원,062-523-****,jgim@hotmail.com,subin08,192.168.204.222,4793908037768832,1984-08-19,87,6.8,360079,191,1999
2484,김수빈,강원도 성남시 분당구 삼성길 (영수양김마을),38620,황윤,병무행정 사무원,064-716-****,gimyeonghyi@yuhanhoesa.com,cunjaseo,10.71.113.229,4247986716836936221,2019-03-28,17,6.22,482741,272,8687
2485,박동현,경기도 고양시 일산동구 석촌호수4로 (민석박최마을),84124,(주) 박김류,운송장비 조립원,055-376-****,seohyeon75@jusighoesa.com,mijeong02,172.31.12.248,501844211364,1994-03-14,21,1.3709081741884,978538,225,7677
2486,이중수,전라남도 평창군 반포대거리 (지혜김리),41647,안김,버스 운전원,011-173-****,tbag@yu.kr,doyunjang,192.168.109.15,4895707512927930,2018-04-26,87,8.5793,858736,446,9550
2487,박정숙,경상남도 부천시 소사구 가락거리 (은지윤오동),29215,김김,콘크리트공,032-236-****,songdoyun@yuhanhoesa.com,gi,192.168.95.232,3524021134771044,1996-05-01,61,5.537,572500,294,6497
2488,박정호,강원도 광명시 삼성34가,65800,(주) 류류손,주조원,018-773-****,sanghunjeong@hotmail.com,bi,10.250.146.199,5358477434663859,1990-11-03,34,4.3947943,305863,471,4989
2489,김정웅,경기도 성남시 중원구 반포대거리 (경숙손박마을),11078,김강,재봉사,011-830-****,khan@ju.net,gimjeongung,172.17.212.71,578612558036,2012-06-30,86,2.60552442343,494471,429,1195
2490,안상철,전라북도 괴산군 테헤란로,33022,주식회사 박,기타 건설/전기 및 생산 관련 관리자,042-658-****,gimseonghun@hanmail.net,rcoe,10.40.26.40,3557961046747584,1992-05-08,6,3.73046069100189,545017,294,3023
2491,최성호,부산광역시 서초구 오금3길,28545,(주) 이,단조기 조작원,043-537-****,seojun97@dreamwiz.com,gimsunja,172.19.74.187,4476883864701756,2004-06-09,95,3.9313850566674,925219,319,3486
2492,김동현,서울특별시 성북구 석촌호수1로 (진호한조읍),93758,김홍박,경기심판 및 경기기록원,041-155-****,areumgim@gimbagyun.com,yejigim,192.168.94.19,3501221320236748,1972-03-11,8,1.426251211382,665946,245,7555
2493,박지후,서울특별시 동대문구 학동길,54728,유한회사 송남민,상품기획 전문가,018-754-****,hanyeweon@simsong.com,ijaehyeon,10.132.190.191,372208210891262,1990-11-02,76,4.652,914880,757,4625
2494,김승민,광주광역시 남구 학동1거리 (영숙이읍),73062,윤임,판금기 조작원,02-9198-****,feom@hanmail.net,bgim,172.17.224.33,30221665293300,1990-10-12,6,8.15568831591618,713730,66,4179
2495,이정웅,경상남도 강릉시 역삼202가,99902,(유) 이진류,정보통신관련 관리자,02-9318-****,mcoe@mingim.net,yeongho17,10.77.211.217,3579310787270121,2000-09-14,17,2.500682667,116062,286,1755
2496,류성훈,전라북도 부천시 소사구 봉은사길 (서윤김김동),72677,박최김,의복/가죽 및 모피 수선원,019-474-****,seungmin77@ijoi.kr,ti,10.89.156.132,180016800172080,1976-12-18,9,5.2073,697127,942,6166
2497,박하은,울산광역시 성동구 봉은사로 (민준서리),78592,김이,물품이동 장비 조작원,070-0264-****,bagjiyeong@ryui.com,jhan,172.29.34.198,3530202666246900,2019-03-17,98,7.745359691719,806987,82,9828
2498,이건우,광주광역시 구로구 잠실89로 (성진손김동),34669,이한우,전산 자료 입력원 및 사무 보조원,062-344-****,hwangdohyeon@janggim.com,misug38,172.20.46.13,5272996755175774,1978-12-18,62,8.26551,698024,200,2818
2499,김미경,울산광역시 북구 논현5거리 (병철이이마을),2705,양김,무인 경비원,043-670-****,yeongho19@jusighoesa.net,juweongim,10.225.105.36,6011063338393269,1998-12-21,48,5.74,428072,815,9539
2500,김상호,전라북도 연천군 역삼거리,13380,최신윤,건설 배관공,042-993-****,jeongsug42@naver.com,songseongho,10.248.26.249,503828063290,2014-08-20,77,4.86069513104,925771,916,7616
2501,김승현,전라북도 광명시 선릉730길,36188,김이황,제분 및 도정 관련 기계 조작원,062-394-****,seohyeonjang@ju.org,junhyeoghan,192.168.83.184,348253499444780,1993-01-06,59,5.323,912272,451,7010
2502,김영순,세종특별자치시 마포구 논현로 (영순강동),19438,(유) 김김안,계기 검침원 및 가스점검원,064-734-****,yeongilbag@ju.kr,hyeonju42,192.168.240.122,347785504009455,2016-12-27,54,6.697384768,500518,593,8789
2503,이영희,제주특별자치도 부여군 압구정568가,18435,김김이,조명기사 및 영사기사,019-224-****,seongmin07@bagii.kr,yeongsun14,172.31.62.178,4445604647844050550,2010-02-03,83,7.78,455125,256,8942
2504,김우진,대전광역시 서초구 영동대로,7720,(주) 김김김,전기/가스 및 수도 관련 관리자,032-976-****,vi@gmail.com,baegmyeongja,172.16.105.129,3593822734501665,2008-12-16,80,7.8,204620,857,4411
2505,최영호,경기도 고양시 반포대가 (시우김윤마을),83805,(유) 오,중/고등학교 교사,063-501-****,yjin@daum.net,gimyeongsun,172.30.70.169,346403889551650,1999-01-12,6,2.4,737914,257,4208
2506,김영호,인천광역시 송파구 삼성로 (영길김김리),55936,곽이박,공업기계 설치 및 정비원,031-966-****,seoyeong61@ju.com,eunjeongju,10.99.120.132,376382983951615,2000-06-16,63,7.8,116983,187,6711
2507,문은지,전라남도 계룡시 반포대거리,9526,심박,목제품 제조관련 종사원,051-021-****,eunyeong01@live.com,coejimin,172.30.103.109,4458105285101487,2012-08-19,35,6.84731549,163189,632,4540
2508,이건우,광주광역시 양천구 반포대가 (영호이동),56082,주식회사 류,기타 음식서비스 종사원,051-956-****,eunji28@gmail.com,cunjagim,172.24.186.69,3526099984911132,1990-02-27,54,4.89428232,803436,911,9370
2509,우예은,충청남도 고양시 일산동구 봉은사로 (건우배마을),75290,(주) 김,정보통신관련 관리자,061-680-****,jeonghyi77@janghahan.com,fi,10.156.166.140,30445326115939,2008-12-06,52,4.142480986031,289559,837,3613
2510,김영일,경기도 화천군 선릉16거리 (영환이리),22396,이김오,물품이동 장비 조작원,018-806-****,byeongceoli@gmail.com,sugja12,10.229.36.107,4160164168532051,1983-11-14,44,8.3599000702,174386,865,7850
2511,김지우,울산광역시 서대문구 서초중앙0로,58507,김김김,상담 전문가 및 청소년 지도사,018-705-****,cunja93@hotmail.com,gimjeongsug,10.213.198.222,6589250199157758,2016-04-12,89,8.9917737737,741895,11,6063
2512,안하윤,울산광역시 성북구 도산대1로 (은경우마을),80589,이김이,선장/항해사 및 도선사,031-033-****,yeongjin48@yuhanhoesa.com,myeongjagim,172.17.246.53,3547888568718888,2009-06-11,3,5.31532310485,885460,973,551
2513,장은지,세종특별자치시 동작구 봉은사로,71860,(유) 김박송,교육 관리자,02-8514-****,jinmisug@ju.kr,eyang,172.23.163.129,4499425187192,1976-05-27,96,7.66439532811868,85199,984,8203
2514,박정웅,전라남도 용인시 기흥구 서초중앙0로,4138,유한회사 김,경호원,043-514-****,gyang@angimyun.kr,junseocoe,192.168.124.144,3540991259379585,2005-05-04,52,1.9335,350675,461,5961
2515,최상호,부산광역시 용산구 봉은사거리,34910,(주) 김김이,결혼 상담원 및 웨딩플래너,011-931-****,jongsu24@dreamwiz.com,gimjiyeong,192.168.241.125,4073960803377067,2006-06-30,50,4.106,293014,122,9034
2516,김상현,대전광역시 성북구 도산대로,26435,주식회사 김,패턴사,010-5216-****,ogsungang@yuhanhoesa.com,gimminjun,192.168.161.167,38929753864707,2018-09-15,6,6.4731617202,571383,143,1497
2517,김민준,경상북도 철원군 선릉0가 (옥순김면),77243,(유) 이박고,문리 및 어학 강사,064-742-****,gimeunjeong@dreamwiz.com,boramgim,172.18.164.112,675955151815,1989-09-16,19,2.46443,64218,511,5928
2518,이춘자,대구광역시 강남구 가락길,10320,이고박,전문 의사,061-012-****,jihyecoe@jusighoesa.com,jeongung21,172.28.52.131,213140154190679,2013-11-04,47,6.7695837554,20561,713,9978
2519,이성현,광주광역시 북구 양재천로 (서윤박마을),70602,김오,선박 정비원,031-440-****,ieunyeong@hanmail.net,qjo,192.168.75.230,3509567076631686,1999-01-31,75,3.62938,937039,545,8437
2520,박영철,광주광역시 성동구 삼성22길 (현우최읍),14105,김김,어부 및 해녀,016-378-****,gimogsun@gmail.com,gimyejun,172.19.253.120,3580409988811712,1998-01-30,83,2.97853286913651,924536,425,8005
2521,윤성현,부산광역시 영등포구 잠실길 (서윤김최읍),52552,남이박,금속 / 재료공학 시험원,02-1661-****,jeonghungang@ju.net,mijeongsim,172.19.173.175,343763958326745,2004-08-30,89,8.4,317937,717,1943
2522,지유진,서울특별시 중랑구 테헤란96길,97101,유한회사 이김박,생명과학 연구원,062-392-****,jiyeongan@ibagi.net,gimjeongsig,172.28.212.185,4452257389585744101,2009-09-05,30,4.24,943102,828,5192
2523,박서현,광주광역시 성동구 강남대472가 (영진김리),28776,전이,기타 배달원,018-132-****,junyeong38@naver.com,ina,10.235.149.42,2572592336962451,2013-07-22,50,4.0,996978,498,7740
2524,이예지,전라남도 제천시 선릉4거리 (아름이마을),6388,고고,음식 배달원,041-428-****,caeweon23@heojeongbag.kr,fgim,192.168.135.182,6011925411193602,1994-10-10,45,7.13848472,803950,882,7291
2525,신현주,대구광역시 용산구 압구정8길,80072,유한회사 김박남,판금원,062-981-****,gimjieun@hotmail.com,yeonggili,192.168.139.99,6011917957206161,1979-06-13,66,5.1942774438,629815,988,182
2526,이하윤,광주광역시 송파구 테헤란거리 (예지박리),31148,김성,직조기 및 편직기 조작원,061-293-****,ybag@baggang.kr,gyeongsugo,172.28.169.31,180037443158054,2006-09-10,62,4.66580469795,779881,287,1398
2527,나서현,대전광역시 성북구 도산대가 (정호류읍),93063,(주) 이한이,한식 주방장 및 조리사,052-384-****,misugbae@dreamwiz.com,kgang,172.23.117.186,377655699023194,1975-10-05,76,5.8649712453,25015,545,8364
2528,윤예원,제주특별자치도 철원군 백제고분867로,60681,홍정,인쇄기 조작원,044-143-****,seoyeon29@gimeommun.net,jaehogim,172.21.251.153,3565698300762111,2015-05-04,87,1.257637,411045,426,6528
2529,김경자,광주광역시 금천구 역삼99거리 (성현차김리),72777,윤김,음료 제조관련 기계 조작원,042-173-****,qi@gimigim.org,jihun99,10.212.81.160,371845210110879,1975-04-03,11,3.87,351640,905,2806
2530,이현우,강원도 평창군 학동길,51623,곽안,제분 및 도정 관련 기계 조작원,019-863-****,miyeong60@hanmail.net,bagjeongsig,172.28.122.254,4702759906192160,1977-10-10,16,8.97204427,854921,802,6788
2531,김예지,서울특별시 영등포구 석촌호수길 (채원박김동),21569,최황,혼례 종사원,070-7409-****,zyun@nate.com,ngim,192.168.190.218,4398712894490338612,1986-10-13,26,5.66297741197,543115,538,9793
2532,김수진,대구광역시 강동구 언주1가,54462,유한회사 안김조,검표원,041-510-****,jihunbae@gmail.com,sugja56,172.30.249.49,4956182222543888,2013-12-04,28,3.95619720114,452271,747,3016
2533,황경수,강원도 부여군 양재천63거리 (상철김마을),88781,(주) 이김김,통신공학 기술자 및 연구원,017-015-****,jeongnam45@naver.com,gimyeonggil,172.18.169.103,4352666587242,1993-01-06,37,3.3788380617,696987,844,7532
2534,남준영,인천광역시 도봉구 서초중앙로,44390,전한이,식품공학 기술자 및 연구원,063-884-****,di@jusighoesa.kr,bhwang,10.53.2.35,30573403307150,1997-05-24,67,5.2819231647,324886,107,818
2535,이영일,세종특별자치시 노원구 논현로 (지민김최마을),15897,(유) 오박김,떡제조원,051-914-****,agim@yuhanhoesa.org,subin99,172.18.204.36,3525787826097323,2006-10-12,36,3.5567163617878,421090,915,5722
2536,김상현,대전광역시 광진구 서초대10가,43159,유한회사 전오홍,일반 의사,032-831-****,bi@hotmail.com,gimseohyeon,192.168.202.69,30061557906415,2000-06-23,43,1.6696472,427417,294,4182
2537,김은주,인천광역시 마포구 백제고분674거리 (상철김김읍),92519,황김,의복/가죽 및 모피 수선원,011-966-****,seoyeon60@daum.net,bbag,192.168.222.150,4114508952932447,2006-12-31,78,7.438002,4289,601,710
2538,이선영,인천광역시 광진구 언주6길 (하윤박마을),59553,이구이,운송장비 조립원,064-772-****,sunogsim@daum.net,rgim,192.168.158.201,3540713007356511,2012-02-08,38,7.99783387092107,471797,768,1082
2539,이정남,경상북도 오산시 강남대142로 (준호박김면),52642,유한회사 김,경리 사무원,044-917-****,agim@yu.com,ijieun,172.18.17.201,6529643573164304,2005-02-02,91,3.4096650391263,750267,931,6958
2540,김민준,세종특별자치시 마포구 서초중앙60가 (승현이마을),47197,(유) 윤강문,측량 및 지리정보 전문가,019-368-****,yeongsubag@nambagi.kr,rsong,172.22.245.136,2266371661018895,1993-07-10,60,8.324245968594,532213,606,4500
2541,박영환,부산광역시 서대문구 서초중앙가,59749,허박,과실 및 채소 관련 기계조작원,019-017-****,pi@gimgweon.net,coegeonu,172.22.122.195,4129436233830656,1993-05-30,74,5.10634662882238,887234,387,7153
2542,김서준,전라북도 삼척시 잠실17길,74984,유한회사 서,조경 기술자,016-952-****,jinho36@giman.org,seojunha,10.225.32.112,30488669496607,2010-02-15,1,8.9,704171,302,5131
2543,박서영,대구광역시 북구 선릉로,15817,(주) 강,손해사정인,017-639-****,ni@dreamwiz.com,sindohyeon,10.252.224.175,676143237441,2020-10-10,30,8.67,606346,369,7072
2544,김명숙,광주광역시 용산구 영동대거리 (성현윤오마을),54970,유한회사 김,기타 서비스관련 단순 종사원,042-195-****,sjang@gmail.com,gimjimin,192.168.142.69,3510422132304257,2001-09-01,99,7.5639739864,863897,427,9380
2545,배중수,광주광역시 노원구 석촌호수01거리,59387,유한회사 류,조경 기술자,053-073-****,jangminseo@dreamwiz.com,jinho36,10.22.75.86,3542912046922634,1992-02-02,23,2.103058,593334,511,1048
2546,김영숙,제주특별자치도 괴산군 봉은사24길 (수민진장읍),29889,유한회사 김,실내장식 디자이너,018-648-****,yeonggili@gmail.com,ueom,192.168.58.87,2227987579407983,2002-08-11,48,7.64,624037,387,1022
2547,김주원,울산광역시 광진구 서초중앙237거리,24475,이김,약사 및 한약사,042-762-****,jiu39@hotmail.com,yjeon,172.22.79.150,3513836830468162,1986-10-24,43,5.388612668,507450,356,4612
2548,남정남,대구광역시 성북구 역삼가,47625,(주) 오박안,정부 및 공공 행정 전문가,011-681-****,minji04@live.com,donghyeoni,172.17.179.181,501896905343,2003-12-29,85,4.872839027,834691,233,1793
2549,권혜진,경기도 부천시 소사구 압구정가,87742,김하김,육아 도우미,032-061-****,yeongsig51@dreamwiz.com,doyuni,192.168.148.66,6011175354389060,1997-05-05,31,5.68815178410029,533144,752,4262
2550,이정식,세종특별자치시 용산구 양재천90가,70790,오한,금속 / 재료공학 연구원 및 기술자,032-671-****,anyejin@yangcoe.org,byun,192.168.109.74,4879216422055188,1995-01-26,8,6.3726205,639740,172,624
2551,김하은,부산광역시 용산구 영동대로 (예진안면),81511,(주) 양박최,소년보호관 및 교도관,042-703-****,bagyeongjin@namjeonbag.com,jiminbag,192.168.169.51,3534009975436957,2012-12-27,9,6.59969,390178,317,1731
2552,유건우,경상남도 영동군 삼성889로 (진호이박면),8822,주식회사 김,제화원,055-800-****,gimogja@hanmail.net,ui,172.24.5.232,3530211171852565,2015-07-11,90,6.6384234449,900217,27,9349
2553,김승민,전라남도 고양시 역삼5로 (준혁김황면),57962,유한회사 박최문,제관기 조작원,051-799-****,iyeongjin@yunii.kr,yeongjayang,192.168.38.79,30352510001141,1986-10-05,14,4.6584,88740,373,9976
2554,김재현,제주특별자치도 계룡시 개포가 (정희김김읍),44,이이,번역가,010-4980-****,hyeonjun83@hanmail.net,sanghun32,10.111.62.103,3573045812800965,2010-05-24,29,2.8462569880549,552665,515,969
2555,김진호,인천광역시 강서구 삼성로 (시우김김리),29767,(유) 권,주유원,019-049-****,gbag@hanmail.net,jeongnambag,192.168.1.34,38208925722402,1991-08-07,4,6.21859211,551738,729,8905
2556,이시우,부산광역시 영등포구 양재천거리 (성훈강고마을),90721,(주) 송손김,홍보 도우미 및 판촉원,010-3645-****,gimminjae@dreamwiz.com,hwangjihu,172.17.254.48,6551653834694586,1984-10-22,56,1.568,454671,382,9602
2557,김동현,전라북도 성남시 중원구 강남대035거리,87590,김김,결혼 상담원 및 웨딩플래너,044-181-****,gimyejun@icoesin.kr,jinu87,172.26.12.96,4584342474814516,1993-09-14,39,4.6102774760222,609602,874,6502
2558,백성훈,세종특별자치시 서구 가락974길 (미영진마을),81884,유한회사 한,귀금속 및 보석 세공원,044-015-****,eunjuju@live.com,misug78,172.16.123.10,676158618246,2019-02-21,67,4.9929,719534,257,5309
2559,김민지,전라남도 홍성군 언주로,96651,주식회사 장이윤,자동조립라인 및 산업용 로봇 조작원,010-9058-****,yeonghyi35@yu.com,ihyeonjeong,172.28.230.0,4455335472943820,1989-02-26,41,4.666407202588,994713,939,8689
2560,최영자,서울특별시 강남구 잠실52로 (성호김최면),42849,지김박,금속가공 기계조작원,042-926-****,seohyeonbaeg@live.com,jeongsig73,172.18.26.159,30180821996240,1974-12-06,88,6.7180164,39577,127,6053
2561,남예원,경상남도 괴산군 학동가 (지아이동),26493,(유) 이,홍보 도우미 및 판촉원,041-963-****,bagseohyeon@hanmail.net,gimhyeonji,10.45.253.161,3518758692264627,1972-02-18,90,6.2,918236,798,664
2562,손미경,경기도 부천시 가락거리 (현준박읍),48845,유한회사 이,가스/에너지 기술자 및 연구원,061-155-****,wgim@daum.net,ogsungim,172.16.82.216,4385915954558645,1999-05-16,37,5.8263990901,923459,63,2779
2563,이서준,울산광역시 강서구 영동대98거리,83939,박차윤,농림어업관련 단순 종사원,031-602-****,areum05@yuhanhoesa.com,hyeonji94,10.97.174.239,6594094117736480,1997-08-08,12,6.3797502275958,292027,955,7019
2564,김지은,부산광역시 강동구 봉은사로,57504,이윤이,건설 및 광업 관련 관리자,064-797-****,seonghyeonyang@iu.com,vgim,172.27.46.85,501868913028,1996-11-22,26,5.474974951351,336781,142,9160
2565,김상철,강원도 동해시 영동대길 (정훈윤동),14398,권류,기타 목재 및 종이 관련 기계조작원,043-697-****,munyeongsig@daum.net,hyeonsuggim,192.168.70.222,342808460985305,2006-02-08,94,7.28649876603523,947001,860,721
2566,김예원,경기도 횡성군 논현로,1854,유한회사 이노신,컴퓨터 강사,033-155-****,misugi@daum.net,dnam,172.24.14.201,348417040488964,1984-03-26,20,1.97147,154991,685,4756
2567,이채원,부산광역시 동작구 도산대432가 (서연이읍),65549,김곽,기타 여가 및 스포츠 관련 종사원,053-483-****,ijunseo@yuncoe.com,bhong,172.29.209.227,3520752541324019,1981-02-08,97,5.942699,23852,507,4681
2568,강현우,경상북도 안성시 오금5길,20171,(유) 김,성직자,063-887-****,ogsun31@igang.com,seoyeongan,192.168.164.154,4022361133804478,1997-08-27,62,3.139,137467,641,6558
2569,김예지,울산광역시 관악구 봉은사511로,72069,(주) 김,주방 보조원,02-5920-****,seongmin33@yu.net,gimmiyeong,192.168.92.1,2250132249737259,1982-05-11,69,1.84862916,699670,723,1052
2570,김영호,경상북도 가평군 논현89로,47087,최나이,건설자재 시험원,018-101-****,ijeongho@jusighoesa.com,yeongceol03,192.168.85.68,4387996993883895,1970-11-24,46,3.26097,485059,143,4961
2571,신승현,충청북도 용인시 수지구 선릉8가,47314,이백,출판물 전문가,055-728-****,yangjiyeon@dreamwiz.com,sujingang,192.168.206.140,2296784576561169,2014-06-17,27,3.217984,442376,639,183
2572,장미정,울산광역시 동대문구 가락0로,38731,최강,응용 소프트웨어 개발자,042-087-****,sinyeongsu@hanhan.org,bagseohyeon,172.30.211.83,2719102539185571,2010-08-08,42,8.99895,147292,189,3951
2573,이성호,대구광역시 성동구 역삼9거리 (수진장동),82590,주식회사 남김김,전기/전자 및 기계 공학 시험원,064-787-****,seoyeongju@yuhanhoesa.com,haeuni,192.168.43.129,30234559464432,2004-12-19,57,6.3054743,612233,317,9928
2574,김명숙,대구광역시 서대문구 선릉길,90689,류최성,우편물 집배원,044-360-****,iseongho@gimgim.net,juweon95,192.168.158.194,3531343714591944,1972-11-12,37,8.9491194,991353,869,5709
2575,박서영,경상북도 동해시 언주76거리 (예은이마을),57974,(유) 김이김,기타 여가 및 스포츠 관련 종사원,043-391-****,hyeonji29@jangbaggim.org,pseo,10.22.148.246,4203252282213382,1972-06-18,54,1.540379428,759713,10,552
2576,김성훈,대구광역시 강남구 논현8로 (수진권박읍),97774,김박,학습지 및 방문 교사,062-349-****,eunji81@gimryugim.com,ui,10.19.21.255,30175216532964,1979-08-07,91,8.641488,336366,982,6824
2577,김은정,광주광역시 중랑구 삼성718거리,73332,주식회사 김김이,보건위생 및 환경 검사원,064-703-****,minseog57@gangi.com,yejibae,10.8.35.32,4021482431394117176,2015-12-05,18,2.73417,138671,896,327
2578,최현지,전라남도 청양군 잠실4가 (지혜황리),54706,유한회사 이,화학공학 시험원,032-527-****,bbaeg@yu.com,seosiu,10.200.87.15,3533992934293604,2016-01-15,19,1.9232,267095,421,8205
2579,노광수,경기도 아산시 선릉거리 (종수박김동),23222,서김,기타 운송장비 정비원,043-455-****,gweonseoyeong@gimgweongweon.com,gimhyeonji,172.26.132.138,4390071533251666124,1990-02-19,45,6.7475842713,944080,139,3728
2580,김재현,충청북도 횡성군 논현833거리,4626,(유) 김,상품기획 전문가,019-122-****,byun@hansongbag.kr,jihyeon68,172.24.23.12,676399496519,2015-12-04,54,2.1814,816367,525,3786
2581,허지훈,경상남도 안양시 동안구 역삼길 (예은배리),47276,전손,경영지원 관리자,053-387-****,sumingim@yubag.com,jangseonyeong,192.168.65.68,180029769467748,2009-09-22,5,4.9033,256997,537,8615
2582,강은정,울산광역시 강서구 테헤란거리 (정숙지김면),77659,김박,상점 판매원,02-6057-****,gyeongsu65@ju.net,pi,172.31.35.113,3540587685271964,2016-05-31,79,3.195624,498253,442,5532
2583,김정식,세종특별자치시 서초구 도산대로 (경자이면),96599,박김김,관제사,031-691-****,acoe@gangcoe.com,seoyeong14,10.40.239.64,6587148295311299,2008-03-15,87,1.6,615315,125,4914
2584,이승민,서울특별시 양천구 개포거리 (하은정리),59081,김이,농업용 및 기타 기계장비 설치 및 정비원,02-8748-****,tyun@nate.com,minjun30,172.25.221.168,180028425799668,2013-12-20,30,2.51508999,756978,28,1552
2585,김민수,경상북도 김포시 언주가,10047,이고김,광석 및 석제품 가공기 조작원,064-768-****,oseongsu@dreamwiz.com,ihyeonjun,192.168.133.169,2286087196129629,1970-04-12,21,3.5,884720,195,7245
2586,이서영,전라북도 하남시 영동대17길 (영희강읍),33265,(유) 이이김,치과위생사,02-9034-****,migyeong26@live.com,gimjiyeon,192.168.213.4,30095443812510,1978-09-23,10,4.92,196456,860,3179
2587,하경자,제주특별자치도 계룡시 반포대가 (경자김마을),22052,주식회사 김조김,부동산 컨설턴트 및 중개인,019-199-****,igang@hanmail.net,hyeonu23,172.20.241.1,4198214389894982,2011-04-03,74,7.8343,950176,639,6259
2588,황도윤,부산광역시 도봉구 가락로 (아름김박읍),53461,배이이,기타 사무원,042-736-****,junhoson@gmail.com,eunju97,172.21.222.86,3582173360983683,2007-02-02,11,3.308015208,864459,870,8478
2589,강성민,인천광역시 동작구 삼성40길 (수민박리),35153,(유) 홍,비서,033-477-****,ijeongnam@hwangibag.com,sunja45,192.168.161.111,503872155984,1973-09-26,43,7.1,230855,422,7940
2590,이예준,경상북도 성남시 수정구 잠실로 (도현최리),35501,주식회사 류서김,단조원,042-015-****,ocoe@dreamwiz.com,tgim,172.18.14.101,36576023698159,1973-03-30,9,7.40432707371,520791,828,6837
2591,장현숙,충청남도 충주시 도산대로 (지우이이동),75790,(주) 오,단조원,010-5065-****,gwangsugim@hwangbaeggim.org,yeongjin79,10.250.67.117,3580071249935829,2004-04-06,89,4.52,552286,843,9721
2592,김정희,대구광역시 도봉구 역삼거리,9572,(주) 심김윤,곡식작물 재배원,042-696-****,coeyeongmi@dreamwiz.com,ugim,172.19.103.83,3569061442744834,2010-11-03,38,1.911664077,242052,704,3110
2593,김정자,충청남도 화성시 반포대가 (예진유동),60639,김이양,건설 및 광업 단순 종사원,043-136-****,igyeonghyi@live.com,ogsunu,172.20.57.204,4441525639937569,1989-10-21,38,6.121475,297304,287,4021
2594,윤재현,인천광역시 중구 양재천033거리,34204,권서,자산 운용가,019-563-****,honggyeongja@jusighoesa.kr,fgim,192.168.167.254,4443228119423422643,1996-08-26,95,7.635592,913478,517,8133
2595,백아름,세종특별자치시 종로구 개포거리 (옥자구최동),52197,주식회사 김장진,문화/예술/디자인 및 영상관련 관리자,063-639-****,jieuni@yungim.com,lji,192.168.52.185,3595300669029935,2004-05-29,80,2.424,272932,917,6503
2596,장상철,경상남도 충주시 논현5로,13733,차이김,택시 운전원,043-199-****,yunseoyang@naver.com,gyeonghyi46,172.20.151.117,375805827651653,2015-12-15,18,1.1,394879,604,9381
2597,김예준,경상남도 양구군 백제고분404거리,47629,(유) 오,채소 및 특용작물 재배원,017-999-****,seungmin60@hwanggangseo.com,nbag,172.30.104.87,4103746997482144577,1993-05-25,84,3.61074,293096,894,2558
2598,안준호,제주특별자치도 원주시 석촌호수2가,90114,박김임,판사 및 검사,02-6407-****,yunseomin@hanmail.net,gimsangceol,172.19.228.99,4330330296331485,1972-11-16,3,7.5072039272841,264815,516,4450
2599,나지연,울산광역시 서초구 삼성길 (성훈김배읍),25496,박최,의지보조기기사,010-8063-****,hyeonjii@gmail.com,anyejin,192.168.224.243,348870305424852,1971-04-24,59,5.78336149,121775,557,6433
2600,박정자,부산광역시 남구 압구정590로 (영숙황동),22013,(주) 이,곡물가공제품 기계 조작원,010-7087-****,jgim@hanmail.net,sanghyeon04,172.26.85.214,4511917188187786295,1994-01-17,44,4.4,982800,614,1944
2601,최중수,강원도 수원시 개포로,44577,(주) 김김성,부동산 컨설턴트 및 중개인,010-2979-****,abae@jusighoesa.com,lsim,192.168.193.23,4501945692561758,1994-07-20,45,2.45,669565,366,3782
2602,김재호,전라북도 양구군 봉은사179로 (예은이김면),92382,(유) 홍,경기감독 및 코치,016-558-****,ryueunju@yuhanhoesa.kr,kseo,10.168.226.63,676319638463,1977-12-22,6,1.17,677218,511,8158
2603,오예진,제주특별자치도 영동군 도산대거리 (병철김동),60371,주식회사 홍,주조기 조작원,033-403-****,gyeongsug17@naver.com,sbag,10.236.107.107,213106138704505,1985-07-24,51,6.58922208898,391968,422,4667
2604,곽수민,제주특별자치도 광명시 서초대8길,4068,오양,측량 및 지리정보 전문가,064-737-****,ayun@gimi.kr,casangceol,10.128.72.35,30056174168076,1994-06-12,23,8.3889131,885780,122,1193
